,restaurant,url,distance,star,num_reviews,city,price_range,category_1,category_2
214,Pizza Hut,https://www.doordash.com/store/1026767/?pickup=false,1.1,4.5,499.0,Calgary,$$,Pizza,Italian
215,Get Smoked,https://www.doordash.com/store/122859/?pickup=false,2.0,4.4,435.0,Calgary,$$,Sandwiches,Barbecue
216,bb.q Chicken,https://www.doordash.com/store/1060763/?pickup=false,0.3,4.6,620.0,Calgary,$$,Chicken,Chicken Wings
217,Shawarma Barlow,https://www.doordash.com/store/743571/?pickup=false,1.1,4.3,980.0,Calgary,$$,Middle Eastern,Shawarma
218,Lotus Vietnamese Noodle House,https://www.doordash.com/store/100903/?pickup=false,0.2,4.3,720.0,Calgary,$$,Vietnamese,Appetizers
219,Kung Fu Tea Calgary,https://www.doordash.com/store/23075936/?pickup=false,1.9,4.8,54.0,Calgary,$$,Bubble Tea,Coffee
220,Tu Taco,https://www.doordash.com/store/1805709/?pickup=false,1.4,4.4,154.0,Calgary,$$,Mexican,Snacks
221,Thé Moon Tea House,https://www.doordash.com/store/1256215/?pickup=false,0.3,4.7,530.0,Calgary,$$,Coffee,Dessert
222,El Charrito Taqueria,https://www.doordash.com/store/519431/?pickup=false,1.1,4.4,1500.0,Calgary,$$,Mexican,Salads
223,Booster Juice,https://www.doordash.com/store/1124230/?pickup=false,0.4,4.7,350.0,Calgary,$$,Juice Bars & Smoothies,Healthy
224,Fusion Sushi and Thai,https://www.doordash.com/store/99725/?pickup=false,0.3,4.4,940.0,Calgary,$$,Japanese,Sushi
225,MOXIES,https://www.doordash.com/store/364169/?pickup=false,0.8,4.5,251.0,Calgary,$,Bar and Grill,Salads
226,Roys Korean Kitchen,https://www.doordash.com/store/1036586/?pickup=false,0.3,4.7,240.0,Calgary,$$,Korean,Snacks
227,Pizza Culture,https://www.doordash.com/store/23019463/?pickup=false,1.3,4.5,78.0,Calgary,$$,Beer,Wine & Spirits
228,Uzu Taiyaki,https://www.doordash.com/store/1179665/?pickup=false,0.5,4.6,39.0,Calgary,$,Ice Cream,Dessert
229,Prairie Donair,https://www.doordash.com/store/2834675/?pickup=false,1.2,4.2,125.0,Calgary,$$,Fast Food,Vegetarian
230,Caffe Artigiano,https://www.doordash.com/store/363643/?pickup=false,0.5,4.8,21.0,Calgary,$,Cafe,Bakery
231,The street eatery,https://www.doordash.com/store/1242423/?pickup=false,0.9,4.7,324.0,Calgary,$$,Vegan,Alcohol
232,Shawarma Station,https://www.doordash.com/store/92988/?pickup=false,1.2,4.4,1000.0,Calgary,$$,Shawarma,Wraps
233,Ghost Kitchens Presents Cheesecake Factory Bakery,https://www.doordash.com/store/957447/?pickup=false,1.8,4.2,860.0,Calgary,$$,Bakery,Dessert
234,Mix Grill,https://www.doordash.com/store/750102/?pickup=false,0.6,3.9,83.0,Calgary,$$,Mediterranean,Fast Food
235,Trung Nguyen V-n Sub,https://www.doordash.com/store/790726/?pickup=false,0.4,4.8,80.0,Calgary,$$,Vietnamese,
236,The Spicy Amigos,https://www.doordash.com/store/100091/?pickup=false,0.8,4.5,379.0,Calgary,$$,Mexican,Appetizers
237,Modern Burger,https://www.doordash.com/store/2305543/?pickup=false,0.3,4.3,64.0,Calgary,$$,Burgers,Fries
238,Noto Gelato,https://www.doordash.com/store/1289572/?pickup=false,0.9,4.9,160.0,Calgary,$$,Gelato,Dessert
239,Mia Pasta,https://www.doordash.com/store/1715083/?pickup=false,0.3,4.5,166.0,Calgary,$,Salad,
240,Aleppo Shawarma and Donair,https://www.doordash.com/store/567185/?pickup=false,1.4,4.5,169.0,Calgary,$$,Mediterranean,Wraps
241,Sucre Patisserie & Cafe,https://www.doordash.com/store/189835/?pickup=false,0.8,4.7,269.0,Calgary,$$,Cafe,Cookies
242,Side Street Pub & Grill,https://www.doordash.com/store/100109/?pickup=false,1.3,4.4,1500.0,Calgary,$$,Italian,Pizza
243,Subway,https://www.doordash.com/store/474676/?pickup=false,0.3,4.4,188.0,Calgary,$,Build Your Own,Cookies
244,Beebop Doughnut Shop,https://www.doordash.com/store/1957457/?pickup=false,0.8,4.7,180.0,Calgary,$$,Donuts,Pastries
245,Home & Away,https://www.doordash.com/store/946995/?pickup=false,0.3,4.6,298.0,Calgary,$$,Italian,Burgers
246,Purple Perk,https://www.doordash.com/store/934196/?pickup=false,0.9,4.5,142.0,Calgary,$$,Breakfast,Eggs
247,Vera's Burger Shack,https://www.doordash.com/store/2207036/?pickup=false,0.3,4.4,186.0,Calgary,$,Burgers,Fries
248,Yummy Q,https://www.doordash.com/store/764599/?pickup=false,1.2,4.7,262.0,Calgary,$$,Cafe,Gelato
249,Meshi,https://www.doordash.com/store/443115/?pickup=false,0.6,4.7,670.0,Calgary,$$,Japanese,Sushi
250,Kawa Espresso Bar,https://www.doordash.com/store/1452259/?pickup=false,0.9,4.9,131.0,Calgary,$$,Coffee & Tea,Breakfast
251,Bincho Izakaya,https://www.doordash.com/store/556811/?pickup=false,0.9,4.5,280.0,Calgary,$$,Japanese,Sushi
252,Butterchick,https://www.doordash.com/store/2531050/?pickup=false,0.8,3.5,123.0,Calgary,$,Street Food,Indian
253,Briggs Kitchen and Bar,https://www.doordash.com/store/99780/?pickup=false,0.3,4.4,80.0,Calgary,$$,Appetizers,Salads
254,La Mano,https://www.doordash.com/store/1715493/?pickup=false,0.5,4.8,143.0,Calgary,$$,Italian,Sandwiches
255,CHUNK'D Cookies,https://www.doordash.com/store/22967470/?pickup=false,1.2,5.0,29.0,Calgary,$$,Cookies,Ice Cream
256,Wok Box,https://www.doordash.com/store/1864944/?pickup=false,0.6,4.0,192.0,Calgary,$,Asian Fusion,Noodles
257,Chewgurt Yummy,https://www.doordash.com/store/2414772/?pickup=false,1.3,4.7,144.0,Calgary,$$,Chinese,Frozen Yogurt
258,Upten Pizza Planet,https://www.doordash.com/store/2650461/?pickup=false,0.15,4.5,50.0,Calgary,$$,Italian,Pizza
259,Cafe MED Restaurant,https://www.doordash.com/store/1538312/?pickup=false,0.15,4.7,103.0,Calgary,$$,Café,Pizza
260,Snowcapz Cafe,https://www.doordash.com/store/1486283/?pickup=false,0.3,4.6,150.0,Calgary,$$,Beverages,Cafe
261,Poco Loco Pizza (4 Avenue SW),https://www.doordash.com/store/99693/?pickup=false,0.6,4.4,104.0,Calgary,$$,Italian,Pizza
262,Burnin Bird,https://www.doordash.com/store/2445748/?pickup=false,0.7,4.2,28.0,Calgary,$$,Beer,Dessert
263,Frutta Gala,https://www.doordash.com/store/1750455/?pickup=false,0.5,4.8,56.0,Calgary,$$,Latte,Snacks
264,Bridgeland Liquor Store,https://www.doordash.com/convenience/store/2578784/?pickup=false,0.9,5.0,16.0,Calgary,$$,Alcohol,Beer
265,Green Chili - Fine Indian Cuisine,https://www.doordash.com/store/96084/?pickup=false,1.5,4.4,830.0,Calgary,$$,Indian,Vegetarian
266,Polly's Kitchen,https://www.doordash.com/store/2370534/?pickup=false,1.5,4.4,188.0,Calgary,$$,Caribbean,Chicken
267,Circle K,https://www.doordash.com/convenience/store/1731013/?pickup=false,0.15,4.0,33.0,Calgary,$$,Breakfast,Ice Cream
268,Han's Restaurant,https://www.doordash.com/store/100236/?pickup=false,0.4,4.7,315.0,Calgary,$$,Chinese,Vegetarian
269,Dagu Rice Noodle 大鼓米线,https://www.doordash.com/store/1385030/?pickup=false,0.4,4.8,125.0,Calgary,$$,Chinese,Snacks
270,Crepe Delicious,https://www.doordash.com/store/2850679/?pickup=false,0.6,4.0,22.0,Calgary,$,Healthy,Desserts
271,pure street food,https://www.doordash.com/store/2632375/?pickup=false,0.3,4.8,33.0,Calgary,$$,Street Food,Snacks
272,Cold Beer Liquor Store,https://www.doordash.com/store/1596415/?pickup=false,2.1,4.7,293.0,Calgary,$$,Wine,Beer
273,Original Joe's,https://www.doordash.com/store/1783871/?pickup=false,0.08,4.3,294.0,Calgary,$$,Burgers,Alcohol
274,N9na,https://www.doordash.com/store/1080592/?pickup=false,0.5,4.1,63.0,Calgary,$$,Burgers,Poutineries
275,Shawarma House,https://www.doordash.com/store/404023/?pickup=false,0.5,4.3,64.0,Calgary,$$,Shawarma,Sandwiches
276,Pablo Cheese Tart,https://www.doordash.com/store/2862659/?pickup=false,1.7,4.7,55.0,Calgary,$$,Bakery,Smoothies
277,KATSU 17,https://www.doordash.com/store/2479873/?pickup=false,0.8,4.7,51.0,Calgary,$$,Korean,Burgers
278,The Brewer's Apprentice,https://www.doordash.com/store/1449300/?pickup=false,0.4,4.7,83.0,Calgary,$$,Beer,Wine & Spirits
279,Copper Branch,https://www.doordash.com/store/631559/?pickup=false,1.6,4.6,1500.0,Calgary,$$,Vegan,Coffee & Tea
280,Moon Korean BBQ,https://www.doordash.com/store/566900/?pickup=false,0.4,4.5,265.0,Calgary,$$,Korean,Barbecue
281,Ha long Bay Vietnamese Cuisine,https://www.doordash.com/store/2040401/?pickup=false,0.2,4.2,,Calgary,$$,Vietnamese,Rice Bowl
282,South Street Burger,https://www.doordash.com/store/2254813/?pickup=false,1.2,4.5,117.0,Calgary,$$,Burgers,Hot Dogs
283,La Diperie,https://www.doordash.com/store/2267737/?pickup=false,1.2,4.4,118.0,Calgary,$$,Ice Cream,Cakes
284,Panago Pizza,https://www.doordash.com/store/1327435/?pickup=false,0.6,4.4,124.0,Calgary,$$,Pizza,Salads
285,TOA Vietnamese Cuisine,https://www.doordash.com/store/364177/?pickup=false,0.6,4.7,158.0,Calgary,$$,Vietnamese,Vegetarian
286,Kanpai Sushi on 8th,https://www.doordash.com/store/2373606/?pickup=false,0.9,4.6,47.0,Calgary,$$,Japanese,Sushi
287,Saffron Street,https://www.doordash.com/store/2488690/?pickup=false,0.3,4.6,83.0,Calgary,$$,Indian,Snacks
288,Shrub Bloom,https://www.doordash.com/store/1837083/?pickup=false,0.3,4.3,11.0,Calgary,$$,Desserts,Sandwiches
289,The Cat'n Fiddle Pub,https://www.doordash.com/store/101452/?pickup=false,1.6,4.4,178.0,Calgary,$$,Sandwiches,Snacks
290,Greenfish,https://www.doordash.com/store/23268269/?pickup=false,0.3,,,Calgary,$$,Seafood,Japanese
291,Western Coffee Shop,https://www.doordash.com/store/99907/?pickup=false,0.8,4.4,273.0,Calgary,$$,Sandwiches,Breakfast
292,Termeh Cafe Restaurant,https://www.doordash.com/store/1333871/?pickup=false,0.3,4.6,148.0,Calgary,$$,Cafe,Kebabs
293,Spolumbo's Fine Foods,https://www.doordash.com/store/316748/?pickup=false,2.4,4.8,210.0,Calgary,$$,Deli,Sandwiches
294,Cafe e-Rx,https://www.doordash.com/store/942868/?pickup=false,1.6,4.9,23.0,Calgary,$$,Coffee & Tea,
295,Singapore Sam's Vegetarian and Gluten-Free,https://www.doordash.com/store/1543382/?pickup=false,0.5,4.6,147.0,Calgary,$$,Vegetarian,Chicken
296,Wings & Things,https://www.doordash.com/store/1629437/?pickup=false,0.3,3.9,50.0,Calgary,$,American,Fast Food
297,Burrito Bowl,https://www.doordash.com/store/2531038/?pickup=false,0.8,3.5,22.0,Calgary,$,Churros,Tacos
298,Spring Roll Chalet,https://www.doordash.com/store/1036439/?pickup=false,0.6,4.6,36.0,Calgary,$$,Vietnamese,Vermicelli
299,Calgary Shawarma,https://www.doordash.com/store/100072/?pickup=false,1.2,4.5,124.0,Calgary,$$,Wraps,Salads
300,A&W Canada,https://www.doordash.com/store/1670766/?pickup=false,0.11,4.4,198.0,Calgary,$$,Canadian,Breakfast
301,Burger Inn,https://www.doordash.com/store/100910/?pickup=false,0.6,4.6,499.0,Calgary,$,Chicken,Burgers
302,American Eclectic Burger,https://www.doordash.com/store/680003/?pickup=false,0.6,4.1,137.0,Calgary,$,American,Burgers
303,AGNI Fine Indian Cuisine,https://www.doordash.com/store/1607274/?pickup=false,1.3,4.6,119.0,Calgary,$$,Indian,Tandoori
304,Deepak's Dhaba Indian Food & Market,https://www.doordash.com/store/2655641/?pickup=false,1.2,4.5,42.0,Calgary,$$,Indian,Vegan
305,Truedan Crescent Heights,https://www.doordash.com/store/1372122/?pickup=false,1.2,4.6,189.0,Calgary,$$,Dairy Free,Taiwanese
306,Canadian Pizza Unlimited,https://www.doordash.com/store/99536/?pickup=false,1.2,4.2,470.0,Calgary,$,Pizza,Shawarma
307,Soleil Bistro & Bar,https://www.doordash.com/store/22990272/?pickup=false,0.6,4.6,14.0,Calgary,$$,French,Waffles
308,Donair Station / Kabul Lounge,https://www.doordash.com/store/1764341/?pickup=false,0.8,3.2,59.0,Calgary,$$,Middle Eastern,Wraps
309,Rodney's Oyster House,https://www.doordash.com/store/1958878/?pickup=false,0.4,4.7,28.0,Calgary,$$,Seafood,Fish
310,Pizza & Fritou Chicken Downtown,https://www.doordash.com/store/173249/?pickup=false,0.15,4.1,279.0,Calgary,$,Fried Chicken,Pizza
311,Another Wing By DJ Khaled,https://www.doordash.com/store/2430640/?pickup=false,0.3,4.4,30.0,Calgary,$,American,Chicken
312,SS106 Aperitivo Bar,https://www.doordash.com/store/99660/?pickup=false,1.1,4.5,,Calgary,$$,Italian,Pizza
313,Shawarma Knight,https://www.doordash.com/store/99749/?pickup=false,1.4,4.5,108.0,Calgary,$$,Shawarma,Wraps
314,Soban Korean BBQ,https://www.doordash.com/store/178367/?pickup=false,0.4,4.5,144.0,Calgary,$$,Korean,Barbecue
315,Big John's Pizza & Donairs,https://www.doordash.com/store/2836358/?pickup=false,0.9,4.3,13.0,Calgary,$$,Pizza,Italian
316,European Bakery and Deli,https://www.doordash.com/store/100078/?pickup=false,0.6,4.7,102.0,Calgary,$$,Bakery,Dessert
317,Gyu-Kaku Japanese BBQ,https://www.doordash.com/store/99667/?pickup=false,0.6,4.5,386.0,Calgary,$$,Sauce,Dessert
318,Annabelle's Kitchen,https://www.doordash.com/store/1120314/?pickup=false,0.08,4.4,79.0,Calgary,$$,Italian,Pizza
319,Wow Bao,https://www.doordash.com/store/23225156/?pickup=false,0.8,3.8,21.0,Calgary,$,Chinese,Asian
320,Pita Basket,https://www.doordash.com/store/99597/?pickup=false,0.6,4.1,90.0,Calgary,$,Lebanese,Falafel
321,Takori,https://www.doordash.com/store/23154661/?pickup=false,0.3,4.0,,Calgary,$$,Bowls,Quesadillas
322,Rebel Wings,https://www.doordash.com/store/1629469/?pickup=false,0.3,3.9,33.0,Calgary,$,American,Wings
323,Mucho Burrito,https://www.doordash.com/store/882552/?pickup=false,0.3,4.2,189.0,Calgary,$,Mexican,Burritos
324,Luxor Emporium Cafe,https://www.doordash.com/store/99978/?pickup=false,0.9,5.0,,Calgary,$$,Soup,Salads
325,Jusfruit Bridgeland,https://www.doordash.com/store/2620922/?pickup=false,1.1,2.0,,Calgary,$,Cakes,Chocolates
326,Pearl House Cafe,https://www.doordash.com/store/99984/?pickup=false,0.4,4.2,11.0,Calgary,$$,Coffee,Takeout
327,The Landing Group,https://www.doordash.com/store/426370/?pickup=false,0.5,4.0,23.0,Calgary,$$,Alcohol,Pizza
328,O-My Kimbap & O-My Snow,https://www.doordash.com/store/23336068/?pickup=false,1.1,,,Calgary,$$,Korean,Dessert
329,Drippin Sauce,https://www.doordash.com/store/1256713/?pickup=false,0.9,4.7,140.0,Calgary,$$,Burgers,Chicken
330,Kim Chi House,https://www.doordash.com/store/1048518/?pickup=false,0.4,4.6,196.0,Calgary,$$,Japanese,Korean
331,Purdys Chocolatier,https://www.doordash.com/store/1222888/?pickup=false,0.4,5.0,15.0,Calgary,$$,Chocolates,Gift
332,Alley Burger,https://www.doordash.com/store/1488285/?pickup=false,0.6,4.5,37.0,Calgary,$$,Burgers,Salads
333,The Ice Cream Shop By Ghost Kitchens,https://www.doordash.com/store/980545/?pickup=false,1.8,4.4,186.0,Calgary,$,Bakery,Cheesecake
334,MyMy Sub,https://www.doordash.com/store/23173274/?pickup=false,1.8,4.7,14.0,Calgary,$$,Vermicelli,Noodles
335,Smoke N BBQ,https://www.doordash.com/store/22984114/?pickup=false,0.4,3.6,,Calgary,$$,Sandwiches,Brisket
336,The Bank and Baron Pub,https://www.doordash.com/store/100161/?pickup=false,0.09,3.8,,Calgary,$$,Pubs,Appetizers
337,Man vs Fries,https://www.doordash.com/store/1598712/?pickup=false,0.3,4.4,415.0,Calgary,$,Black-Owned,Chicken
338,New York Fries,https://www.doordash.com/store/1029186/?pickup=false,0.3,4.4,134.0,Calgary,$$,Fries,Hot Dogs
339,T2722 Barista YYC,https://www.doordash.com/store/2335551/?pickup=false,0.5,5.0,18.0,Calgary,$$,Sweets,Coffee & Tea
340,Metropolitan Grill,https://www.doordash.com/store/100228/?pickup=false,0.3,4.5,15.0,Calgary,$$,Bar and Grill,Salads
341,Jugo Juice,https://www.doordash.com/store/1008988/?pickup=false,0.4,4.3,77.0,Calgary,$$,Smoothies,Juice Bar
342,Good Earth Coffeehouse,https://www.doordash.com/store/1779752/?pickup=false,0.6,4.6,61.0,Calgary,$$,Coffee & Tea,Bakery
343,MrBeast Burger,https://www.doordash.com/store/1507298/?pickup=false,0.6,3.9,340.0,Calgary,$,Burgers,Sandwiches
344,Petro Canada Convenience,https://www.doordash.com/convenience/store/2840597/?pickup=false,0.7,4.6,,Calgary,$$,Convenience,Grocery
345,Sticky Wings,https://www.doordash.com/store/1608173/?pickup=false,0.3,4.4,15.0,Calgary,$,American,Fast Food
346,Daydream Cafe,https://www.doordash.com/store/23143967/?pickup=false,0.6,,,Calgary,$,cafe,
347,Klein & Harris,https://www.doordash.com/store/99821/?pickup=false,0.11,4.7,98.0,Calgary,$$,Sandwiches,Dessert
348,Black salt Bistro,https://www.doordash.com/store/23415600/?pickup=false,1.4,,,Calgary,$$,Breakfast,Wraps
349,Niko's Pizza,https://www.doordash.com/store/99703/?pickup=false,1.2,4.8,1200.0,Calgary,$$,Italian,Pizza
350,Monki Breakfast Club & Bistro,https://www.doordash.com/store/774379/?pickup=false,1.2,4.4,2300.0,Calgary,$$,Brunch,Sweets
351,Great Taste Chinese Restaurant,https://www.doordash.com/store/99850/?pickup=false,0.5,4.5,4200.0,Calgary,$$,Chinese,Noodles
352,Wakado Ramen,https://www.doordash.com/store/888002/?pickup=false,0.8,4.8,2100.0,Calgary,$,Japanese,Ramen
353,Khao San Thai Kitchen,https://www.doordash.com/store/338256/?pickup=false,1.4,4.7,2800.0,Calgary,$$,Thai,Noodles
354,ZCREW Cafe,https://www.doordash.com/store/971718/?pickup=false,0.4,4.8,1100.0,Calgary,$$,Brunch,Coffee
355,Meat & Bread,https://www.doordash.com/store/163549/?pickup=false,0.11,4.6,296.0,Calgary,$$,Sandwiches,Salads
356,Vendome,https://www.doordash.com/store/99712/?pickup=false,1.2,4.5,1300.0,Calgary,$$,American,Alcohol
357,Menyatai,https://www.doordash.com/store/100116/?pickup=false,1.4,4.7,1100.0,Calgary,$$,Japanese,Ramen
358,MR. LU Japanese Street Food,https://www.doordash.com/store/720805/?pickup=false,0.6,4.6,344.0,Calgary,$$,Japanese,Sushi
359,Nellies Break The Fast Cafe (7 Ave),https://www.doordash.com/store/567080/?pickup=false,1.0,3.9,451.0,Calgary,$$,Breakfast,Brunch
360,Peppino (Kensington),https://www.doordash.com/store/93966/?pickup=false,1.3,4.8,1000.0,Calgary,$$,Cafe,Sandwiches
361,Grumans Catering and Delicatessen,https://www.doordash.com/store/100140/?pickup=false,0.2,4.7,1300.0,Calgary,$$,Deli,Sandwiches
362,First Avenue Corner Store,https://www.doordash.com/store/802875/?pickup=false,1.0,4.8,530.0,Calgary,$$,Japanese,Snacks
363,Golden Inn,https://www.doordash.com/store/99832/?pickup=false,0.5,4.5,275.0,Calgary,$$,Chinese,Seafood
364,Thai Bistro,https://www.doordash.com/store/93160/?pickup=false,0.4,4.5,2400.0,Calgary,$$,Asian Food,Takeout
365,Rajdoot Restaurant,https://www.doordash.com/store/99785/?pickup=false,0.8,4.4,1900.0,Calgary,$$,Indian,Tandoori
366,Phil's Restaurants,https://www.doordash.com/store/1196895/?pickup=false,1.2,4.5,376.0,Calgary,$$,Breakfast,Sandwiches
367,Bagelino's,https://www.doordash.com/store/99751/?pickup=false,0.7,4.4,351.0,Calgary,$,Breakfast,Bagels
368,SaVeg Cafe,https://www.doordash.com/store/1039717/?pickup=false,0.6,4.7,397.0,Calgary,$$,Vegan,Korean
369,Mondays Plant Cafe,https://www.doordash.com/store/90851/?pickup=false,0.8,4.8,120.0,Calgary,$$,Italian,Toast
370,PB and J YYC,https://www.doordash.com/store/839444/?pickup=false,1.2,4.7,421.0,Calgary,$$,Sandwiches,Coffee & Tea
371,Cucina,https://www.doordash.com/store/259854/?pickup=false,0.4,4.2,125.0,Calgary,$$,Wine,Italian
372,Shijo Sushi (12th St NW),https://www.doordash.com/store/243316/?pickup=false,1.3,4.7,590.0,Calgary,$$,Sushi,Japanese
373,Foreign Concept,https://www.doordash.com/store/904769/?pickup=false,0.17,4.7,213.0,Calgary,$$,Asian Fusion,Dessert
374,Chicago Deep Dish Pizza,https://www.doordash.com/store/99917/?pickup=false,0.6,4.3,1100.0,Calgary,$$,Italian,Pizza
375,Presotea,https://www.doordash.com/store/669578/?pickup=false,0.7,4.7,1500.0,Calgary,$$,Boba,Bubble Tea
376,Japanese Village,https://www.doordash.com/store/316693/?pickup=false,0.3,4.4,294.0,Calgary,$$,Japanese,Steak
377,The Living Room,https://www.doordash.com/store/217988/?pickup=false,0.6,4.2,105.0,Calgary,$$,Lunch,Vegetarian
378,Thai Sa-On Restaurant,https://www.doordash.com/store/316651/?pickup=false,0.4,4.5,173.0,Calgary,$$,Thai,Curry
379,Con Mi Taco,https://www.doordash.com/store/951498/?pickup=false,0.11,4.5,340.0,Calgary,$$,Mexican,Tacos
380,Taste of Korea,https://www.doordash.com/store/439731/?pickup=false,1.2,4.6,530.0,Calgary,$$,Korean,Rice Bowl
381,Bubble Waffle Cafe 鸡蛋仔,https://www.doordash.com/store/785431/?pickup=false,0.4,4.7,372.0,Calgary,$$,Chinese,Noodles
382,One18 Empire,https://www.doordash.com/store/178410/?pickup=false,0.06,4.1,72.0,Calgary,$$,Breakfast,Snacks
383,Koi,https://www.doordash.com/store/100155/?pickup=false,0.17,4.2,196.0,Calgary,$$,Japanese,Sushi
384,Jia Jia Asian Street Food & Bar,https://www.doordash.com/store/1482852/?pickup=false,1.1,4.8,475.0,Calgary,$$,Street Food,Snacks
385,Cafe Alchemist,https://www.doordash.com/store/952931/?pickup=false,0.2,4.9,197.0,Calgary,$$,Cafe,Coffee
386,Dirtbelly,https://www.doordash.com/store/1039727/?pickup=false,0.2,5.0,,Calgary,$$,Sandwich,Bowls
387,Greenbottle Korean Street Food,https://www.doordash.com/store/1012408/?pickup=false,1.0,4.2,94.0,Calgary,$$,Korean,Street Food
388,Rose Garden Thai Restaurant,https://www.doordash.com/store/100001/?pickup=false,0.09,4.6,173.0,Calgary,$$,Thai,Curry
389,Raw by Robyn,https://www.doordash.com/store/2457477/?pickup=false,0.3,4.6,26.0,Calgary,$$,Juice Bar,Smoothies
